,Player,Team,DYAR,DVOA,Rushes,Yards,EfYds,TD,Suc_rate,Year,Yds
798,N.Means,SD,265,8.60%,343,,"1,705",12,52%,1994,"1,351"
799,C.Heyward,ATL,211,17.10%,182,,998,7,53%,1994,779
800,T.Thomas,BUF,193,6.80%,287,,"1,331",7,48%,1994,"1,093"
801,M.Allen,KC,170,9.00%,189,,949,7,51%,1994,713
802,B.Morris,PIT,166,13.00%,199,,"1,001",7,52%,1994,843
803,B.Foster,PIT,152,7.60%,215,,"1,051",5,50%,1994,845
804,B.Parmalee,MIA,142,6.40%,216,,"1,095",6,55%,1994,868
805,T.Allen,MIN,133,4.50%,256,,"1,153",8,45%,1994,"1,032"
806,R.Harris,CHI,128,16.90%,123,,700,1,59%,1994,464
807,L.White,HOIL,114,5.40%,191,,849,3,46%,1994,757
808,R.Hampton,NYG,100,-0.70%,324,,"1,367",6,43%,1994,"1,071"
809,E.Rhett,TB,91,-2.70%,283,,"1,222",7,49%,1994,"1,005"
810,L.Tillman,CHI,82,-0.50%,275,,"1,142",7,43%,1994,899
811,L.Hoard,CLE1,80,2.40%,209,,883,5,51%,1994,890
812,Ma.Bates,NO,76,2.00%,150,,678,6,47%,1994,576
813,H.Walker,PHI,74,1.40%,113,,480,5,49%,1994,528
814,M.Faulk,IND,61,-3.00%,314,,"1,292",11,44%,1994,"1,282"
815,R.Cobb,GB,59,0.90%,153,,623,3,44%,1994,579
816,G.Brown,HOIL,57,-0.20%,169,,724,4,50%,1994,640
817,L.Russell,DEN,54,-3.00%,189,,835,9,47%,1994,620
818,G.Hill,KC,53,1.40%,141,,528,1,44%,1994,574
819,E.Bennett,GB,45,-3.20%,178,,750,5,45%,1994,623
820,R.Ervins,WAS,29,-2.80%,184,,700,3,41%,1994,650
821,J.Johnson,NYJ,25,-6.20%,240,,899,3,45%,1994,934
822,Ron.Moore,ARI,17,-5.00%,232,,853,4,41%,1994,780
823,R.Watters,SF,-1,-8.90%,239,,868,6,49%,1994,883
824,L.Thompson,NE,-19,-11.90%,102,,335,2,38%,1994,312
825,H.Williams,LARD,-23,-11.50%,281,,967,4,47%,1994,990
826,C.Garner,PHI,-30,-10.50%,109,,399,3,45%,1994,397
827,De.Brown,NO,-37,-16.90%,146,,422,3,42%,1994,493
828,L.Centers,ARI,-46,-17.20%,115,,358,5,39%,1994,332
829,E.Pegram,ATL,-51,-20.70%,103,,284,1,41%,1994,358
830,M.Butts,NE,-57,-11.90%,241,,882,8,40%,1994,706
831,Reg.Brooks,WAS,-79,-25.20%,100,,270,2,45%,1994,297
832,J.Bettis,LARM,-101,-16.30%,319,,"1,023",3,45%,1994,"1,025"
833,D.Fenner,CIN,-108,-26.40%,141,,334,1,38%,1994,468
834,J.L.Williams,PIT,117,31.20%,67,,452,1,,1994,310
835,C.Gardner,BUF,77,23.00%,41,,321,4,,1994,135
836,I.Spikes,MIA,65,11.80%,70,,369,2,,1994,312
837,B.Mitchell,WAS,62,10.10%,79,,395,0,,1994,311
838,K.Anders,KC,50,9.40%,62,,307,2,,1994,231
839,V.Hebron,PHI,46,5.50%,82,,399,2,,1994,325
840,M.Strong,SEA,44,33.20%,27,,159,2,,1994,114
841,A.Murrell,NYJ,44,21.60%,33,,189,0,,1994,160
842,M.Logan,SF,42,20.80%,33,,190,1,,1994,143
843,D.Clark,DEN,42,4.80%,57,,305,3,,1994,174
844,W.Floyd,SF,40,-1.60%,87,,446,6,,1994,305
845,S.Smith,SEA,39,18.20%,26,,183,2,,1994,80
846,G.Hearst,ARI,30,16.80%,37,,186,1,,1994,169
847,De.Moore,DET,27,8.50%,27,,176,4,,1994,52
848,B.Thomas,DAL,24,4.90%,43,,201,2,,1994,137
849,C.Jones,LARD,23,13.40%,22,,123,0,,1994,93
850,D.Johnston,DAL,23,3.40%,40,,215,2,,1994,138
851,R.Harmon,SD,19,5.70%,25,,116,1,,1994,94
852,R.Green,CHI,16,6.80%,25,,120,0,,1994,122
853,S.Graham,MIN,16,-1.30%,63,,267,2,,1994,206
854,T.Kirby,MIA,16,-2.30%,60,,266,2,,1994,233
855,R.Anderson,NYJ,13,-0.60%,43,,181,1,,1994,207
856,A.Lee,MIN,13,-1.30%,29,,137,0,,1994,104
857,R.Potts,IND,13,-3.90%,77,,343,1,,1994,340
858,T.Rathman,LARD,13,2.70%,28,,123,0,,1994,118
859,J.Cothran,CIN,7,-2.70%,26,,100,0,,1994,85
860,A.McDowell,TB,7,-4.30%,21,,99,0,,1994,58
861,R.Smith,MIN,6,-3.90%,31,,117,1,,1994,106
862,B.Baxter,NYJ,6,-6.70%,60,,275,4,,1994,170
863,E.Bieniemy,SD,5,-6.90%,73,,244,0,,1994,295
864,K.Davis,BUF,4,-6.60%,91,,313,2,,1994,381
865,D.Bennett,KC,3,-7.10%,46,,172,2,,1994,178
866,S.Broussard,CIN,-5,-9.90%,94,,302,2,,1994,403
867,D.Meggett,NYG,-5,-15.00%,91,,279,4,,1994,295
868,G.Milburn,DEN,-6,-14.00%,57,,154,1,,1994,200
869,D.Loville,SF,-8,-17.50%,31,,91,0,,1994,99
870,H.Green,CIN,-8,-12.00%,76,,244,1,,1994,223
871,R.Baldwin,CLE1,-13,-24.60%,22,,49,0,,1994,69
872,LeShon.Johnson,GB,-18,-30.60%,26,,46,0,,1994,99
873,L.Neal,NO,-20,-24.20%,30,,93,1,,1994,90
874,E.Byner,CLE1,-20,-14.80%,75,,256,2,,1994,219
875,J.Joseph,PHI,-21,-13.90%,60,,214,1,,1994,203
876,S.Gash,NE,-26,-21.80%,30,,80,0,,1994,81
877,E.Metcalf,CLE1,-29,-18.80%,93,,233,2,,1994,329
878,V.Workman,TB,-32,-19.50%,79,,219,0,,1994,290
879,J.Vaughn,SEA,-34,-36.10%,27,,46,1,,1994,96
880,M.Higgs,ARI,-40,-24.60%,62,,140,0,,1994,195
881,T.Montgomery,LARD,-41,-34.00%,36,,69,0,,1994,97
882,L.Coleman,DAL,-50,-21.60%,64,,175,1,,1994,189
883,K.Turner,NE,-58,-38.90%,36,,68,1,,1994,108
884,R.Rivers,DEN,-76,-41.80%,43,,70,2,,1994,83
885,E.Smith,DAL,505,21.50%,375,,"2,262",25,53%,1995,"1,770"
886,R.Hampton,NYG,265,10.40%,305,,"1,627",10,56%,1995,"1,196"
887,T.Davis,DEN,263,16.60%,237,,"1,327",7,52%,1995,"1,117"
888,C.Warren,SEA,255,11.30%,309,,"1,517",15,45%,1995,"1,340"
889,C.Heyward,ATL,211,12.70%,236,,"1,195",6,53%,1995,"1,085"
890,M.Allen,KC,209,14.10%,207,,"1,134",5,54%,1995,890
891,B.Sanders,DET,200,6.80%,314,,"1,447",11,44%,1995,"1,500"
892,H.Williams,OAK,189,9.00%,255,,"1,230",9,49%,1995,"1,114"
893,C.Garner,PHI,170,30.80%,108,,648,6,56%,1995,588
894,C.Martin,NE,170,2.00%,368,,"1,658",14,43%,1995,"1,489"
895,E.Rhett,TB,131,0.70%,332,,"1,424",11,47%,1995,"1,207"
896,R.Green,CHI,119,18.70%,107,,568,3,52%,1995,570
897,B.Parmalee,MIA,112,2.20%,236,,"1,080",9,50%,1995,881
898,N.Means,SD,98,3.80%,186,,838,5,44%,1995,730
899,J.Stewart,JAC,89,7.20%,137,,633,2,48%,1995,525
900,T.Allen,WAS,89,-2.40%,338,,"1,372",10,46%,1995,"1,310"
901,N.Kaufman,OAK,85,10.70%,109,,515,1,51%,1995,486
902,R.Watters,PHI,84,-2.80%,336,,"1,399",11,51%,1995,"1,279"
903,Ma.Bates,NO,84,-0.70%,246,,"1,050",7,46%,1995,951
904,R.Smith,MIN,80,4.80%,139,,648,5,43%,1995,632
905,A.Hayden,SD,79,6.70%,128,,571,3,45%,1995,470
906,T.Thomas,BUF,72,-2.30%,267,,"1,108",6,48%,1995,"1,005"
907,B.Morris,PIT,64,1.20%,148,,668,9,51%,1995,559
908,D.Loville,SF,63,-2.30%,218,,966,10,49%,1995,723
909,G.Hill,KC,60,1.80%,155,,595,1,51%,1995,667
910,A.Murrell,NYJ,55,-1.80%,192,,785,1,51%,1995,795
911,D.Holmes,BUF,44,-2.60%,172,,699,4,50%,1995,698
912,R.Salaam,CHI,42,-5.30%,296,,"1,158",10,49%,1995,"1,075"
913,H.Green,CIN,41,-2.70%,171,,668,2,48%,1995,661
914,T.Kirby,MIA,32,-1.90%,108,,465,4,44%,1995,414
915,E.Byner,CLE1,19,-4.60%,115,,439,2,40%,1995,432
916,M.Faulk,IND,12,-7.70%,289,,"1,160",11,47%,1995,"1,078"
917,S.Graham,MIN,10,-6.60%,110,,444,2,51%,1995,406
918,E.Pegram,PIT,5,-8.00%,213,,738,5,47%,1995,813
919,L.Hoard,CLE1,0,-8.70%,136,,500,0,50%,1995,547
920,De.Moore,CAR,-8,-9.50%,195,,701,4,42%,1995,740
921,V.Dunbar,JAC,-36,-16.20%,110,,352,2,43%,1995,361
922,J.Bettis,STL,-53,-15.50%,183,,568,3,39%,1995,637
923,R.Thomas,HOIL,-57,-14.00%,249,,813,5,43%,1995,938
924,E.Bennett,GB,-77,-14.50%,316,,994,3,43%,1995,"1,067"
925,G.Hearst,ARI,-118,-18.40%,284,,844,1,44%,1995,"1,069"
926,A.Craver,DEN,150,35.80%,73,,532,5,,1995,333
927,J.Ellison,TB,104,82.00%,26,,267,5,,1995,218
928,B.Mitchell,WAS,100,44.10%,46,,323,1,,1995,301
929,K.Anders,KC,82,34.00%,58,,300,2,,1995,398
930,J.Bailey,STL,75,34.90%,36,,271,2,,1995,182
931,S.Broussard,SEA,61,24.30%,46,,257,1,,1995,221
932,G.Milburn,DEN,54,20.30%,49,,250,0,,1995,266
933,D.Levens,GB,51,16.20%,36,,258,3,,1995,120
934,R.Potts,IND,49,9.40%,65,,311,0,,1995,309
935,D.Johnston,DAL,47,24.30%,25,,198,2,,1995,111
936,R.Culver,SD,46,11.00%,47,,279,3,,1995,155
937,E.Bieniemy,CIN,40,1.20%,98,,414,3,,1995,381
938,R.Zellars,NO,36,8.80%,48,,239,2,,1995,162
939,T.Fletcher,SD,34,23.40%,26,,145,1,,1995,140
940,A.Lee,MIN,32,3.00%,69,,291,2,,1995,371
941,D.Meggett,NE,31,4.20%,60,,258,2,,1995,250
942,I.Spikes,MIA,26,10.50%,32,,160,1,,1995,126
943,J.Anderson,ATL,25,6.10%,39,,189,1,,1995,161
944,B.Thomas,CAR,19,12.20%,22,,109,0,,1995,90
945,B.Christian,CAR,15,1.60%,40,,151,0,,1995,157
946,M.Butts,HOIL,15,-4.80%,71,,353,4,,1995,185
947,B.Baxter,NYJ,13,-5.10%,85,,350,1,,1995,296
948,W.Floyd,SF,13,-4.40%,64,,279,2,,1995,237
949,R.Harmon,SD,12,-3.00%,51,,200,1,,1995,187
950,B.Moss,STL,12,4.30%,22,,96,0,,1995,90
951,C.Gardner,BUF,10,1.50%,20,,105,0,,1995,77
952,R.Bernstine,DEN,8,0.00%,23,,98,1,,1995,76
953,G.Robinson,STL,8,-3.90%,40,,163,0,,1995,165
954,V.Workman,CAR,8,-3.10%,44,,138,1,,1995,165
955,F.McAfee,PIT,7,-4.20%,38,,153,1,,1995,148
956,H.Walker,NYG,6,-3.60%,31,,113,0,,1995,126
957,L.Smith,SEA,6,-4.80%,36,,146,0,,1995,215
958,A.Johnson,CAR,4,-4.60%,30,,103,1,,1995,140
959,L.Tillman,CHI,3,-6.40%,29,,111,0,,1995,78
960,T.Wheatley,NYG,-3,-9.40%,78,,290,3,,1995,245
961,M.Logan,WAS,-3,-11.10%,23,,93,1,,1995,72
962,G.Brown,HOIL,-10,-11.00%,86,,324,0,,1995,293
963,L.Maston,JAC,-10,-15.80%,41,,103,0,,1995,186
964,R.Ervins,SF,-10,-19.60%,23,,63,0,,1995,88
965,L.White,CLE1,-14,-13.70%,62,,214,1,,1995,163
966,S.Williams,DAL,-17,-17.00%,48,,143,1,,1995,208
967,J.L.Williams,PIT,-20,-24.10%,29,,80,0,,1995,110
968,R.Jordan,JAC,-22,-37.50%,21,,30,0,,1995,62
969,D.Brown,NO,-28,-24.40%,49,,107,1,,1995,159
970,R.Baldwin,CAR,-30,-42.20%,23,,28,0,,1995,61
971,H.Griffith,CAR,-32,-21.00%,65,,171,1,,1995,197
972,L.Thompson,KC,-35,-41.70%,28,,34,0,,1995,73
973,L.Warren,IND,-35,-25.50%,47,,121,1,,1995,152
974,L.Centers,ARI,-38,-19.30%,78,,241,2,,1995,253
975,J.Stewart,MIN,-40,-41.10%,31,,41,0,,1995,144
976,E.Hunter,CLE1,-60,-60.80%,30,,2,0,,1995,100
977,D.Fenner,OAK,-64,-50.50%,39,,27,0,,1995,110
978,L.Russell,STL,-88,-38.50%,66,,110,0,,1995,203
979,Ron.Moore,NYJ,-91,-60.00%,42,,5,0,,1995,107
980,J.Bettis,PIT,384,20.30%,320,,"1,766",11,53%,1996,"1,431"
981,B.Sanders,DET,380,22.70%,307,,"1,660",11,51%,1996,"1,553"
982,T.Davis,DEN,376,16.00%,340,,"1,927",12,52%,1996,"1,529"
983,M.Allen,KC,264,20.20%,206,,"1,214",9,53%,1996,830
984,T.Allen,WAS,224,6.90%,348,,"1,612",21,45%,1996,"1,353"
985,B.Morris,BAL,224,20.50%,172,,"1,024",4,55%,1996,737
986,E.George,HOIL,205,5.90%,332,,"1,560",7,48%,1996,"1,363"
987,J.Anderson,ATL,188,12.40%,231,,"1,077",5,48%,1996,"1,052"
988,G.Hill,KC,179,26.20%,135,,730,4,52%,1996,645
989,R.Watters,PHI,169,2.60%,349,,"1,562",13,49%,1996,"1,401"
990,C.Martin,NE,168,3.20%,316,,"1,499",14,48%,1996,"1,152"
991,E.Byner,BAL,164,13.90%,159,,894,4,55%,1996,634
992,D.Levens,GB,146,19.30%,121,,689,5,53%,1996,566
993,E.Smith,DAL,142,0.90%,327,,"1,520",12,48%,1996,"1,208"
994,A.Johnson,CAR,140,2.40%,300,,"1,317",6,47%,1996,"1,120"
995,N.Kaufman,OAK,129,14.30%,150,,694,1,48%,1996,874
996,J.Stewart,JAC,126,7.90%,190,,868,8,46%,1996,723
997,L.Smith,SEA,125,11.00%,153,,753,8,47%,1996,682
998,G.Hearst,CIN,125,4.70%,225,,"1,010",0,52%,1996,847
999,A.Murrell,NYJ,124,1.40%,299,,"1,268",6,45%,1996,"1,230"
1000,T.Thomas,BUF,107,0.10%,281,,"1,239",8,47%,1996,"1,033"
1001,K.Abdul-Jabbar,MIA,93,-1.50%,305,,"1,282",10,48%,1996,"1,107"
1002,E.Bennett,GB,93,1.40%,222,,949,2,50%,1996,893
1003,H.Green,STL,66,3.40%,127,,584,4,48%,1996,523
1004,R.Zellars,NO,62,3.80%,121,,530,4,47%,1996,472
1005,C.Warren,SEA,57,-1.60%,204,,789,5,39%,1996,853
1006,L.Hoard,BAL,45,-0.10%,125,,529,3,48%,1996,492
1007,R.Harris,CHI,40,-3.70%,194,,753,4,45%,1996,754
1008,R.Smith,MIN,34,-3.70%,162,,647,3,51%,1996,693
1009,T.Kirby,SF,26,-4.30%,134,,570,3,43%,1996,559
1010,Ma.Bates,NO,-11,-10.10%,164,,562,4,38%,1996,584
1011,R.Salaam,CHI,-13,-10.80%,143,,493,3,37%,1996,496
1012,N.Means,JAC,-23,-12.00%,145,,508,2,44%,1996,484
1013,M.Faulk,IND,-24,-11.30%,198,,722,7,41%,1996,587
1014,L.Centers,ARI,-36,-15.80%,113,,377,2,39%,1996,417
1015,H.Williams,OAK,-39,-17.20%,121,,326,0,38%,1996,431
1016,Reg.Brooks,TB,-42,-17.50%,112,,342,2,40%,1996,368
1017,LeShon Johnson,ARI,-51,-17.20%,142,,428,3,39%,1996,628
1018,L.Russell,SD,-52,-14.10%,219,,724,7,40%,1996,706
1019,L.Phillips,STL,-57,-15.60%,193,,602,4,36%,1996,632
1020,E.Rhett,TB,-70,-17.50%,176,,567,3,44%,1996,539
1021,D.Holmes,BUF,-84,-19.00%,189,,553,4,44%,1996,569
1022,R.Hampton,NYG,-112,-19.00%,254,,747,1,41%,1996,827
1023,T.Wheatley,NYG,-116,-32.50%,112,,228,1,41%,1996,392
1024,E.Pegram,PIT,182,34.40%,97,,661,1,,1996,509
1025,D.Fenner,OAK,89,18.20%,67,,428,4,,1996,245
1026,C.Heyward,ATL,86,20.10%,72,,400,3,,1996,321
1027,C.Garner,PHI,84,21.40%,66,,375,1,,1996,346
1028,S.Davis,WAS,75,71.40%,23,,202,2,,1996,139
1029,E.Bieniemy,CIN,66,19.60%,56,,309,2,,1996,270
1030,V.Hebron,DEN,53,19.80%,49,,250,0,,1996,262
1031,K.Carter,CIN,35,0.10%,91,,401,8,,1996,264
1032,M.Alstott,TB,31,-1.50%,96,,427,3,,1996,377
1033,A.Lynn,SF,30,24.40%,24,,129,0,,1996,164
1034,K.Anders,KC,30,5.10%,54,,238,2,,1996,201
1035,R.Anderson,NYJ,30,4.10%,45,,252,1,,1996,141
1036,C.Gardner,BAL,25,12.50%,26,,143,0,,1996,108
1037,R.Harmon,HOIL,25,14.60%,29,,132,1,,1996,131
1038,W.Henderson,GB,24,4.10%,39,,203,0,,1996,130
1039,M.Grier,NE,23,11.90%,27,,132,1,,1996,105
1040,D.Bennett,KC,22,9.60%,36,,138,0,,1996,166
1041,W.Floyd,SF,21,0.60%,47,,227,2,,1996,186
1042,R.Cobb,NYJ,17,5.50%,25,,128,1,,1996,85
1043,Z.Crockett,IND,17,3.20%,31,,149,0,,1996,165
1044,B.Mitchell,WAS,16,1.20%,40,,169,0,,1996,186
1045,C.Way,NYG,14,5.70%,22,,105,1,,1996,79
1046,M.Logan,WAS,14,3.10%,20,,120,2,,1996,111
1047,G.Robinson,STL,14,1.50%,32,,138,1,,1996,134
1048,L.Neal,NO,8,-0.60%,21,,106,1,,1996,58
1049,J.Aska,OAK,8,-5.40%,62,,238,1,,1996,326
1050,C.Groce,IND,6,-5.20%,46,,170,0,,1996,186
1051,D.Loville,SF,4,-7.20%,70,,255,2,,1996,229
1052,A.Craver,DEN,2,-7.90%,57,,240,2,,1996,225
1053,T.Vardell,SF,1,-8.00%,58,,243,2,,1996,192
1054,A.Lee,MIN,-6,-12.00%,51,,148,0,,1996,161
1055,B.Parmalee,MIA,-12,-20.20%,25,,68,0,,1996,80
1056,G.Downs,NYG,-12,-17.40%,29,,94,0,,1996,94
1057,F.Bradley,SD,-13,-18.40%,32,,89,0,,1996,109
1058,T.Biakabutuka,CAR,-14,-12.90%,71,,239,0,,1996,229
1059,V.Workman,IND,-15,-22.70%,24,,66,0,,1996,70
1060,T.Fletcher,SD,-15,-13.80%,77,,223,0,,1996,282
1061,A.Hayden,SD,-16,-15.00%,55,,183,0,,1996,166
1062,J.Ellison,TB,-16,-19.80%,35,,98,0,,1996,106
1063,D.Meggett,NE,-16,-18.40%,40,,114,0,,1996,122
1064,R.Thomas,HOIL,-16,-16.40%,49,,150,1,,1996,151
1065,M.Hicks,CHI,-17,-22.40%,27,,77,0,,1996,92
1066,D.Johnston,DAL,-20,-24.70%,22,,75,0,,1996,48
1067,T.Jervey,GB,-24,-33.00%,26,,45,0,,1996,106
1068,R.Whittle,NO,-29,-51.60%,20,,11,0,,1996,57
1069,S.Williams,DAL,-33,-21.10%,69,,178,0,,1996,279
1070,L.McElroy,ARI,-34,-19.30%,85,,223,1,,1996,307
1071,W.Oliver,CAR,-37,-32.40%,47,,74,0,,1996,183
1072,I.Spikes,MIA,-53,-22.40%,83,,247,3,,1996,292
1073,S.Graham,MIN,-58,-33.30%,57,,108,0,,1996,138
1074,R.Green,CHI,-62,-36.30%,60,,92,0,,1996,249
1075,L.Warren,IND,-91,-35.80%,67,,140,1,,1996,230
1076,T.Davis,DEN,526,24.30%,369,,"2,226",15,56%,1997,"1,743"
1077,B.Sanders,DET,447,25.30%,335,,"1,857",11,46%,1997,"2,053"
1078,C.Dillon,CIN,281,19.70%,233,,"1,310",10,51%,1997,"1,129"
1079,J.Bettis,PIT,280,8.90%,375,,"1,834",7,54%,1997,"1,665"
1080,R.Smith,MIN,244,17.30%,232,,"1,205",6,48%,1997,"1,266"
1081,M.Allen,KC,229,28.80%,124,,900,11,61%,1997,505
1082,J.Stewart,JAC,154,16.20%,136,,784,8,49%,1997,555
1083,R.Harris,CHI,134,3.20%,275,,"1,192",10,43%,1997,"1,033"
1084,F.Lane,CAR,133,8.70%,182,,878,7,53%,1997,810
1085,G.Hearst,SF,133,5.90%,234,,"1,000",4,45%,1997,"1,019"
1086,C.Garner,PHI,131,17.50%,116,,647,3,53%,1997,547
1087,S.Davis,WAS,129,13.70%,141,,710,3,55%,1997,567
1088,C.Warren,SEA,124,6.30%,199,,917,4,48%,1997,836
1089,D.Levens,GB,120,0.40%,329,,"1,343",7,44%,1997,"1,428"
1090,M.Faulk,IND,99,-0.30%,264,,"1,192",7,48%,1997,"1,054"
1091,E.George,TEN,87,-2.70%,357,,"1,405",6,47%,1997,"1,399"
1092,E.Smith,DAL,84,-0.60%,261,,"1,039",4,46%,1997,"1,074"
1093,R.Watters,PHI,79,-2.00%,285,,"1,168",7,44%,1997,"1,108"
1094,T.Thomas,BUF,77,4.40%,154,,637,1,42%,1997,643
1095,C.Way,NYG,76,3.30%,152,,671,4,54%,1997,689
1096,N.Means,JAC,66,-2.40%,244,,"1,028",9,51%,1997,823
1097,K.Abdul-Jabbar,MIA,64,-3.60%,283,,"1,220",15,46%,1997,892
1098,A.Smith,BUF,60,-1.40%,194,,815,8,45%,1997,851
1099,C.Martin,NE,53,-3.80%,274,,"1,048",4,44%,1997,"1,164"
1100,B.Morris,BAL,49,-3.10%,204,,839,4,51%,1997,774
1101,M.Alstott,TB,44,-3.00%,176,,750,7,42%,1997,669
1102,G.Brown,SD,41,-4.70%,253,,994,4,43%,1997,945
1103,K.Carter,CIN,29,-3.20%,128,,513,7,41%,1997,464
1104,A.Murrell,NYJ,24,-6.60%,300,,"1,079",7,43%,1997,"1,079"
1105,W.Dunn,TB,19,-6.30%,225,,742,4,37%,1997,971
1106,L.Phillips,2TM,13,-7.10%,201,,786,8,41%,1997,677
1107,J.Anderson,ATL,9,-7.90%,288,,"1,095",7,45%,1997,989
1108,T.Barber,NYG,2,-8.30%,136,,483,3,43%,1997,511
1109,N.Kaufman,OAK,1,-8.50%,272,,945,6,39%,1997,"1,294"
1110,T.Kirby,SF,-2,-9.00%,125,,423,6,42%,1997,418
1111,S.Williams,DAL,-4,-9.40%,121,,447,2,45%,1997,469
1112,Ma.Bates,NO,-6,-9.70%,119,,423,4,39%,1997,440
1113,G.Hill,KC,-25,-12.60%,157,,494,0,38%,1997,550
1114,T.Wheatley,NYG,-25,-12.40%,152,,527,4,44%,1997,584
1115,T.Allen,WAS,-60,-15.30%,210,,673,4,41%,1997,724
1116,J.Moore,STL,-67,-23.10%,104,,290,3,42%,1997,380
1117,L.McElroy,ARI,-68,-21.70%,135,,337,2,39%,1997,423
1118,L.Centers,ARI,-72,-25.20%,101,,255,1,34%,1997,276
1119,R.Zellars,NO,-72,-19.30%,157,,460,4,41%,1997,554
1120,D.Autry,CHI,-97,-30.90%,112,,217,1,34%,1997,319
1121,S.Broussard,SEA,128,32.30%,70,,478,5,,1997,418
1122,D.Bennett,KC,97,17.60%,94,,477,1,,1997,369
1123,R.Thomas,TEN,83,24.30%,67,,352,3,,1997,310
1124,K.Anders,KC,78,17.70%,79,,380,0,,1997,397
1125,D.Holmes,BUF,65,56.00%,22,,193,2,,1997,106
1126,E.Byner,BAL,48,4.40%,84,,399,0,,1997,313
1127,L.Smith,SEA,48,3.00%,91,,432,2,,1997,392
1128,C.Evans,MIN,47,15.00%,43,,247,2,,1997,157
1129,V.Hebron,DEN,42,10.60%,49,,256,1,,1997,222
1130,D.Loville,DEN,41,34.20%,25,,151,1,,1997,124
1131,T.Hall,OAK,37,26.50%,23,,152,0,,1997,120
1132,R.Rivers,DET,37,22.70%,29,,163,1,,1997,166
1133,T.Vardell,DET,36,9.40%,32,,231,6,,1997,121
1134,S.Greene,CAR,33,6.10%,45,,251,1,,1997,157
1135,D.Cullors,NE,32,26.60%,22,,129,0,,1997,101
1136,T.Biakabutuka,CAR,31,1.60%,75,,314,2,,1997,302
1137,A.Hayden,GB,28,15.20%,32,,147,1,,1997,148
1138,W.Henderson,GB,17,2.20%,31,,166,0,,1997,113
1139,L.Warren,IND,14,1.50%,28,,144,2,,1997,80
1140,B.Hanspard,ATL,13,-1.60%,53,,179,0,,1997,335
1141,Ja.Graham,BAL,12,-5.40%,81,,345,2,,1997,299
1142,A.Johnson,CAR,12,-5.20%,97,,320,0,,1997,358
1143,LeShon Johnson,ARI,6,-2.50%,23,,96,0,,1997,81
1144,L.Hoard,MIN,6,-7.00%,80,,312,4,,1997,235
1145,E.Rhett,TB,4,-6.00%,31,,131,3,,1997,96
1146,L.Bowie,WAS,4,-6.20%,28,,138,2,,1997,100
1147,R.Hampton,NYG,2,-6.40%,23,,97,1,,1997,81
1148,M.Williams,MIN,2,-6.60%,22,,94,1,,1997,59
1149,D.Meggett,NE,2,-6.30%,20,,67,1,,1997,60
1150,K.Bynum,SD,1,-8.00%,30,,103,0,,1997,97
1151,E.Pegram,2TM,-2,-10.00%,28,,93,2,,1997,95
1152,A.Craver,SD,-3,-12.90%,20,,61,0,,1997,71
1153,B.Mitchell,WAS,-4,-14.40%,23,,58,1,,1997,108
1154,A.Lee,STL,-8,-17.30%,28,,69,0,,1997,104
1155,Leon Johnson,NYJ,-10,-13.10%,47,,171,2,,1997,158
1156,Z.Crockett,IND,-11,-11.20%,95,,349,1,,1997,300
1157,E.Bieniemy,CIN,-11,-24.00%,21,,45,1,,1997,97
1158,Ron.Moore,ARI,-15,-13.40%,81,,242,1,,1997,278
1159,R.Anderson,NYJ,-16,-29.90%,21,,39,0,,1997,70
1160,M.Grier,NE,-24,-26.60%,33,,75,1,,1997,75
1161,I.Spikes,MIA,-27,-18.30%,63,,193,2,,1997,180
1162,R.Salaam,CHI,-28,-34.60%,31,,48,0,,1997,115
1163,T.Fletcher,SD,-33,-26.90%,51,,100,0,,1997,161
1164,W.Floyd,SF,-38,-19.40%,78,,243,3,,1997,231
1165,C.Heyward,STL,-42,-32.80%,34,,81,1,,1997,84
1166,Tr.Davis,NO,-44,-22.50%,75,,199,0,,1997,271
1167,G.Jones,PIT,-53,-28.10%,72,,147,1,,1997,235
1168,H.Green,ATL,-69,-49.00%,36,,35,1,,1997,78
1169,T.Davis,DEN,602,26.50%,392,,"2,478",21,52%,1998,"2,008"
1170,J.Anderson,ATL,307,8.50%,410,,"1,941",14,52%,1998,"1,848"
1171,G.Hearst,SF,282,12.30%,310,,"1,548",7,52%,1998,"1,570"
1172,E.Smith,DAL,257,9.90%,321,,"1,613",13,55%,1998,"1,331"
1173,M.Faulk,IND,226,9.10%,324,,"1,491",6,44%,1998,"1,319"
1174,F.Taylor,JAC,220,11.50%,264,,"1,287",14,42%,1998,"1,223"
1175,G.Brown,NYG,167,7.40%,247,,"1,152",5,51%,1998,"1,063"
1176,C.Dillon,CIN,156,6.30%,263,,"1,191",4,44%,1998,"1,130"
1177,R.Watters,SEA,151,3.00%,319,,"1,432",9,46%,1998,"1,239"
1178,R.Smith,MIN,127,4.10%,249,,"1,061",6,43%,1998,"1,187"
1179,A.Smith,BUF,120,0.10%,300,,"1,260",8,48%,1998,"1,125"
1180,N.Means,SD,117,4.00%,212,,900,5,42%,1998,886
1181,D.Staley,PHI,111,0.80%,259,,"1,075",5,46%,1998,"1,064"
1182,T.Allen,WAS,105,9.90%,148,,680,2,51%,1998,697
1183,L.Hoard,MIN,99,11.20%,115,,644,9,56%,1998,479
1184,M.Alstott,TB,95,-1.00%,215,,952,8,49%,1998,846
1185,P.Holmes,BAL,83,0.80%,233,,928,7,47%,1998,"1,008"
