,Player,Team,DYAR,DVOA,QBR,Passes,EYds,TD,INT,C%,Year
1867,M.McGloin,OAK,-58,-54.4%,10.3,20,29,1,2,63.2%,2014
1868,C.Shaw,CLE,-68,-44.2%,14.8,33,73,0,1,50.0%,2014
1869,J.Campbell,CIN,-74,-64.4%,5.8,20,11,0,0,57.9%,2014
1870,M.Flynn,GB,-104,-98.1%,4.8,18,-44,0,1,50.0%,2014
1871,J.Manziel,CLE,-144,-73.2%,5.1,38,-9,0,2,51.4%,2014
1872,C.Ponder,MIN,-146,-57.5%,4.7,50,55,0,2,50.0%,2014
1873,M.Cassel,MIN,-147,-40.4%,28.9,79,204,4,4,57.7%,2014
1874,M.Schaub,OAK,-158,-220.7%,0.1,13,-154,0,2,50.0%,2014
1875,C.Henne,JAC,-249,-54.3%,16.1,94,126,3,1,53.8%,2014
1876,C.Palmer,ARI,"1,698",34.4%,82.2,557,"5,310",35,11,64.5%,2015
1877,T.Brady,NE,"1,312",19.5%,64.4,660,"5,234",36,7,64.6%,2015
1878,R.Wilson,SEA,"1,190",24.3%,74.9,526,"4,311",34,8,68.7%,2015
1879,A.Dalton,CIN,"1,135",31.7%,73.1,409,"3,676",26,7,66.1%,2015
1880,B.Roethlisberger,PIT,"1,114",22.1%,76.9,489,"4,214",21,16,68.2%,2015
1881,D.Brees,NO,"1,111",15.8%,75.5,657,"4,838",32,11,68.6%,2015
1882,K.Cousins,WAS,"1,023",16.9%,70.1,570,"4,329",29,11,69.8%,2015
1883,P.Rivers,SD,847,7.8%,59.4,704,"4,755",29,13,66.5%,2015
1884,M.Stafford,DET,804,8.0%,62.6,637,"4,467",32,13,67.6%,2015
1885,J.Cutler,CHI,659,8.6%,60.7,512,"3,587",21,11,64.5%,2015
1886,C.Newton,CAR,630,7.6%,66.0,526,"3,567",35,10,60.0%,2015
1887,D.Carr,OAK,582,4.1%,49.2,603,"3,871",32,13,61.3%,2015
1888,R.Fitzpatrick,NYJ,542,3.5%,63.6,583,"3,714",31,15,59.6%,2015
1889,T.Taylor,BUF,536,9.8%,67.8,417,"2,790",20,6,63.7%,2015
1890,A.Smith,KC,468,3.0%,66.5,516,"3,303",20,7,65.5%,2015
1891,J.Winston,TB,467,2.1%,58.6,560,"3,480",22,15,58.9%,2015
1892,A.Rodgers,GB,406,-1.0%,64.9,617,"3,802",31,8,60.9%,2015
1893,E.Manning,NYG,404,-1.9%,60.5,646,"4,063",35,14,62.9%,2015
1894,M.Ryan,ATL,389,-1.9%,61.8,647,"3,911",21,15,66.4%,2015
1895,B.Hoyer,HOU,201,-3.0%,59.6,394,"2,266",19,5,61.0%,2015
1896,T.Bridgewater,MIN,187,-5.1%,62.7,491,"2,745",14,9,65.3%,2015
1897,B.Osweiler,DEN,153,-3.2%,48.8,299,"1,765",10,6,61.8%,2015
1898,J.McCown,CLE,110,-5.8%,53.9,315,"1,804",12,4,63.7%,2015
1899,S.Bradford,PHI,107,-8.2%,41.8,560,"3,027",19,14,65.3%,2015
1900,B.Bortles,JAC,54,-9.9%,46.4,657,"3,549",35,18,58.9%,2015
1901,R.Tannehill,MIA,20,-10.6%,43.2,632,"3,204",24,12,62.2%,2015
1902,J.Flacco,BAL,17,-10.5%,40.9,428,"2,213",14,12,65.2%,2015
1903,R.Mallett,2TM,-33,-13.2%,55.1,248,"1,227",5,6,56.7%,2015
1904,M.Hasselbeck,IND,-41,-13.4%,55.1,273,"1,424",9,5,61.3%,2015
1905,M.Mariota,TEN,-53,-13.2%,61.0,407,"2,017",19,10,62.5%,2015
1906,B.Gabbert,SF,-85,-15.6%,42.6,308,"1,416",10,7,63.1%,2015
1907,J.Manziel,CLE,-105,-18.4%,54.7,241,"1,048",7,5,58.4%,2015
1908,A.Luck,IND,-126,-17.5%,47.6,306,"1,435",15,12,55.9%,2015
1909,M.Cassel,DAL,-172,-23.7%,33.7,216,866,5,6,58.9%,2015
1910,C.Kaepernick,SF,-182,-21.5%,47.1,273,"1,168",6,5,59.0%,2015
1911,P.Manning,DEN,-326,-25.8%,45.0,346,"1,339",9,17,60.2%,2015
1912,N.Foles,STL,-353,-27.9%,30.0,350,"1,219",7,10,56.9%,2015
1913,L.McCown,NO,220,77.1%,84.9,40,498,0,1,82.1%,2015
1914,AJ.McCarron,CIN,151,6.9%,64.4,132,882,6,2,66.4%,2015
1915,B.Weeden,2TM,131,3.0%,66.2,149,925,5,2,69.8%,2015
1916,C.Keenum,STL,83,-1.1%,47.7,131,778,4,1,61.1%,2015
1917,G.Smith,NYJ,72,11.0%,66.2,45,357,2,1,64.3%,2015
1918,L.Jones,PIT,37,-1.5%,35.9,57,361,3,4,58.2%,2015
1919,D.Orlovsky,DET,31,0.4%,50.8,40,260,1,1,55.0%,2015
1920,R.Lindley,IND,28,27.4%,83.7,10,96,1,0,60.0%,2015
1921,C.McCoy,WAS,22,20.9%,36.8,12,86,1,0,63.6%,2015
1922,T.J.Yates,HOU,17,-7.0%,55.7,62,350,3,1,49.1%,2015
1923,K.Moore,DAL,10,-9.7%,19.0,110,567,4,5,58.7%,2015
1924,J.Clausen,2TM,6,-10.3%,28.6,132,631,2,4,57.6%,2015
1925,A.Tanney,TEN,3,-8.5%,39.9,17,87,1,0,71.4%,2015
1926,M.McGloin,OAK,-26,-21.5%,18.8,34,167,2,1,71.9%,2015
1927,EJ Manuel,BUF,-26,-16.0%,37.0,89,395,3,3,63.4%,2015
1928,J.Freeman,IND,-70,-48.0%,53.9,29,58,1,1,53.6%,2015
1929,D.Stanton,ARI,-82,-57.4%,12.3,27,31,0,2,44.0%,2015
1930,T.Romo,DAL,-93,-22.4%,55.8,127,538,5,7,68.6%,2015
1931,C.Whitehurst,IND,-99,-58.4%,20.5,37,38,0,1,50.0%,2015
1932,M.Schaub,BAL,-146,-38.4%,34.3,83,232,3,4,65.0%,2015
1933,M.Vick,PIT,-207,-57.4%,31.8,75,79,2,0,61.5%,2015
1934,M.Sanchez,PHI,-227,-46.9%,38.9,100,202,4,4,64.8%,2015
1935,A.Davis,CLE,-269,-52.9%,22.1,105,152,1,3,60.9%,2015
1936,Z.Mettenberger,TEN,-408,-46.4%,13.6,179,376,4,7,61.6%,2015
1937,M.Ryan,ATL,"1,885",39.1%,83.3,573,"5,581",38,7,70.0%,2016
1938,D.Brees,NO,"1,599",23.3%,72.0,694,"5,909",37,14,71.1%,2016
1939,K.Cousins,WAS,"1,317",20.9%,71.7,626,"5,102",25,12,67.3%,2016
1940,D.Prescott,DAL,"1,302",31.6%,81.5,483,"4,229",23,4,68.1%,2016
1941,T.Brady,NE,"1,286",33.4%,83.0,446,"4,072",28,2,67.8%,2016
1942,A.Rodgers,GB,"1,279",18.7%,76.9,644,"5,198",40,6,66.0%,2016
1943,D.Carr,OAK,"1,164",19.8%,62.1,575,"4,619",28,6,64.2%,2016
1944,B.Roethlisberger,PIT,807,12.1%,66.3,524,"3,894",29,13,64.8%,2016
1945,M.Stafford,DET,761,7.2%,70.5,628,"4,379",24,10,65.8%,2016
1946,A.Dalton,CIN,738,7.6%,58.3,605,"4,165",18,8,65.0%,2016
1947,A.Luck,IND,719,7.3%,71.2,586,"4,117",31,13,64.0%,2016
1948,A.Smith,KC,688,9.4%,66.1,518,"3,635",16,8,67.3%,2016
1949,M.Mariota,TEN,681,11.1%,64.9,473,"3,392",26,9,61.7%,2016
1950,R.Wilson,SEA,569,4.0%,63.2,592,"3,804",21,11,65.4%,2016
1951,J.Winston,TB,556,3.6%,64.7,603,"3,820",28,16,61.0%,2016
1952,S.Bradford,MIN,510,2.2%,49.2,589,"3,753",20,5,71.7%,2016
1953,P.Rivers,SD,498,1.4%,64.5,615,"3,872",33,21,60.7%,2016
1954,B.Hoyer,CHI,404,19.4%,61.1,204,"1,616",6,0,67.8%,2016
1955,T.Taylor,BUF,275,-2.1%,68.2,477,"2,806",17,6,61.8%,2016
1956,E.Manning,NYG,188,-6.5%,51.8,620,"3,558",26,15,63.2%,2016
1957,C.Palmer,ARI,137,-7.8%,58.9,643,"3,549",26,14,61.7%,2016
1958,T.Siemian,DEN,137,-7.1%,55.8,516,"2,891",18,9,59.6%,2016
1959,B.Bortles,JAC,52,-10.0%,49.2,662,"3,636",23,16,59.0%,2016
1960,C.Kessler,CLE,50,-7.6%,49.6,218,"1,196",6,2,66.0%,2016
1961,R.Tannehill,MIA,10,-10.8%,54.6,419,"2,155",19,12,67.6%,2016
1962,M.Barkley,CHI,4,-10.9%,39.2,222,"1,150",8,13,59.7%,2016
1963,C.Wentz,PHI,-36,-12.0%,52.8,641,"3,254",16,14,62.7%,2016
1964,C.Newton,CAR,-64,-13.0%,53.1,543,"2,654",19,14,53.4%,2016
1965,C.Kaepernick,SF,-145,-17.5%,55.2,366,"1,636",16,4,59.4%,2016
1966,J.Flacco,BAL,-155,-14.6%,58.4,700,"3,422",20,14,65.7%,2016
1967,C.Keenum,LARM,-183,-19.5%,43.4,345,"1,507",9,11,60.9%,2016
1968,R.Fitzpatrick,NYJ,-319,-22.6%,45.4,423,"1,807",12,16,56.7%,2016
1969,B.Osweiler,HOU,-558,-26.8%,55.3,535,"2,105",15,15,59.5%,2016
1970,J.Goff,LARM,-881,-74.8%,22.2,230,-85,5,7,54.9%,2016
1971,M.Moore,MIA,259,34.7%,82.9,87,807,8,3,64.7%,2016
1972,J.Garoppolo,NE,225,44.4%,89.9,68,634,4,0,68.8%,2016
1973,M.Glennon,TB,65,65.8%,96.9,11,156,1,0,90.9%,2016
1974,T.Savage,HOU,31,-5.4%,63.1,78,482,0,0,63.0%,2016
1975,S.Hill,MIN,15,-4.4%,63.6,36,200,0,0,54.3%,2016
1976,M.McGloin,OAK,6,-4.0%,14.5,15,73,0,0,53.3%,2016
1977,N.Foles,KC,5,-9.9%,35.3,59,307,3,0,65.5%,2016
1978,J.Brissett,NE,4,-10.0%,44.8,61,325,0,0,61.8%,2016
1979,T.Boykin,SEA,0,-11.2%,71.0,19,96,1,1,72.2%,2016
1980,C.Whitehurst,CLE,-5,-14.1%,37.9,26,124,1,1,58.3%,2016
1981,L.Jones,PIT,-14,-13.7%,46.6,89,425,4,2,62.4%,2016
1982,C.Cook,OAK,-21,-23.9%,18.1,23,104,1,1,66.7%,2016
1983,T.Pryor,CLE,-27,-48.7%,22.0,10,21,0,0,55.6%,2016
1984,D.Anderson,CAR,-27,-17.9%,18.2,53,286,2,5,67.9%,2016
1985,M.Cassel,TEN,-38,-23.1%,71.7,54,204,2,2,61.2%,2016
1986,P.Lynch,DEN,-46,-18.8%,28.8,91,419,2,1,59.8%,2016
1987,EJ Manuel,BUF,-58,-47.2%,29.3,29,50,0,0,42.3%,2016
1988,S.Tolzien,IND,-59,-33.6%,31.8,40,134,1,2,62.2%,2016
1989,C.Jones,BUF,-62,-84.6%,18.5,12,-16,0,1,54.5%,2016
1990,G.Smith,NYJ,-68,-70.8%,30.9,17,-1,1,1,57.1%,2016
1991,J.Cutler,CHI,-69,-18.5%,33.2,154,663,4,5,59.1%,2016
1992,B.Hundley,GB,-80,-109.2%,6.3,11,-43,0,1,20.0%,2016
1993,M.Sanchez,DAL,-119,-96.5%,5.3,21,-50,0,2,55.6%,2016
1994,D.Stanton,ARI,-119,-50.9%,26.9,48,79,2,2,40.4%,2016
1995,K.Hogan,CLE,-131,-86.2%,70.3,28,-38,0,2,53.8%,2016
1996,B.Gabbert,SF,-158,-25.4%,60.3,172,679,5,6,57.1%,2016
1997,J.McCown,CLE,-269,-34.4%,35.1,184,566,6,6,54.9%,2016
1998,R.Griffin,CLE,-270,-36.0%,45.0,170,507,2,3,59.2%,2016
1999,B.Petty,NYJ,-414,-57.5%,19.4,146,158,3,7,56.4%,2016
2000,T.Brady,NE,"1,595",27.8%,67.4,617,"5,468",32,8,66.4%,2017
2001,P.Rivers,LACH,"1,412",26.1%,57.4,594,"4,975",28,9,63.3%,2017
2002,D.Brees,NO,"1,390",27.4%,59.0,555,"4,794",23,8,72.6%,2017
2003,C.Keenum,MIN,"1,293",28.1%,69.7,503,"4,420",22,7,67.6%,2017
2004,B.Roethlisberger,PIT,"1,270",21.8%,63.2,580,"4,834",28,14,64.6%,2017
2005,J.Goff,LARM,"1,125",24.0%,52.0,500,"4,090",28,7,62.6%,2017
2006,M.Ryan,ATL,"1,084",19.1%,63.7,552,"4,360",20,12,65.1%,2017
2007,C.Wentz,PHI,"1,047",23.8%,75.9,471,"3,837",33,7,60.5%,2017
2008,A.Smith,KC,"1,026",18.3%,61.6,541,"4,203",26,5,67.7%,2017
2009,M.Stafford,DET,"1,004",14.9%,61.7,613,"4,485",29,10,65.8%,2017
2010,J.Winston,TB,779,14.3%,48.2,474,"3,522",19,11,64.2%,2017
2011,D.Carr,OAK,709,9.7%,46.7,534,"3,692",22,11,62.8%,2017
2012,R.Wilson,SEA,530,2.9%,58.3,598,"3,762",34,11,62.5%,2017
2013,D.Watson,HOU,497,23.1%,81.3,221,"1,851",19,6,62.4%,2017
2014,B.Bortles,JAC,408,0.3%,55.6,547,"3,417",21,13,60.3%,2017
2015,K.Cousins,WAS,395,-0.6%,52.3,586,"3,565",27,13,64.6%,2017
2016,D.Prescott,DAL,375,-0.2%,66.7,520,"3,257",22,13,63.1%,2017
2017,A.Rodgers,GB,334,7.8%,62.6,259,"1,872",16,6,65.0%,2017
2018,M.Mariota,TEN,236,-3.3%,54.9,479,"2,745",13,15,62.2%,2017
2019,C.Palmer,ARI,145,-3.2%,46.3,289,"1,666",10,7,61.4%,2017
2020,C.Newton,CAR,141,-6.9%,47.7,525,"2,872",22,15,59.5%,2017
2021,T.Taylor,BUF,121,-7.0%,52.7,467,"2,503",14,4,62.7%,2017
2022,E.Manning,NYG,117,-8.2%,43.8,602,"3,373",19,13,61.6%,2017
2023,A.Dalton,CIN,87,-8.6%,41.1,536,"2,894",25,12,60.3%,2017
2024,J.McCown,NYJ,62,-8.9%,51.9,437,"2,313",18,9,68.4%,2017
2025,J.Cutler,MIA,35,-9.9%,39.8,451,"2,343",19,14,62.1%,2017
2026,B.Hoyer,2TM,-80,-16.7%,31.9,228,"1,055",4,4,59.0%,2017
2027,J.Brissett,IND,-105,-14.4%,39.6,518,"2,464",13,7,59.5%,2017
2028,M.Trubisky,CHI,-119,-16.8%,29.2,362,"1,542",7,7,59.8%,2017
2029,C.J.Beathard,SF,-176,-23.1%,32.0,243,944,4,6,55.6%,2017
2030,T.Savage,HOU,-249,-27.5%,38.1,243,896,5,6,56.6%,2017
2031,J.Flacco,BAL,-301,-19.3%,43.0,574,"2,552",18,13,64.6%,2017
2032,T.Siemian,DEN,-327,-24.6%,27.8,382,"1,524",12,14,59.0%,2017
2033,B.Hundley,GB,-396,-28.3%,41.2,347,"1,318",9,12,61.1%,2017
2034,D.Kizer,CLE,-756,-34.5%,29.4,514,"1,580",11,20,53.8%,2017
2035,J.Garoppolo,SF,598,39.1%,80.5,185,"1,772",7,5,68.2%,2017
2036,R.Fitzpatrick,TB,307,17.3%,54.4,170,"1,284",7,3,59.3%,2017
2037,S.Bradford,MIN,169,44.2%,72.4,48,476,3,0,74.4%,2017
2038,EJ Manuel,OAK,56,9.6%,51.8,47,293,1,1,55.8%,2017
2039,P.Mahomes,KC,54,11.7%,64.8,37,264,0,1,62.9%,2017
2040,D.Fales,MIA,45,3.7%,14.6,44,307,1,1,69.0%,2017
2041,R.Mallett,BAL,42,28.3%,74.3,16,143,2,0,56.3%,2017
2042,AJ McCarron,CIN,0,-11.1%,21.3,15,61,0,0,50.0%,2017
2043,N.Sudfeld,PHI,-22,-24.5%,31.1,26,102,0,0,82.6%,2017
2044,M.Moore,MIA,-41,-16.1%,37.7,138,613,4,5,61.9%,2017
2045,L.Jones,PIT,-52,-36.5%,43.3,31,94,1,1,82.1%,2017
2046,B.Osweiler,DEN,-56,-16.2%,46.4,180,812,5,5,56.5%,2017
2047,D.Stanton,ARI,-75,-18.3%,35.9,166,736,6,5,49.7%,2017
2048,G.Smith,NYG,-83,-41.4%,34.5,39,108,1,0,58.3%,2017
2049,C.Kessler,CLE,-98,-66.4%,5.1,30,9,0,1,50.0%,2017
2050,S.Tolzien,IND,-110,-91.6%,10.0,22,-39,0,2,50.0%,2017
2051,N.Foles,PHI,-114,-28.5%,28.0,107,374,5,2,56.4%,2017
2052,K.Hogan,CLE,-120,-32.4%,35.8,82,292,4,5,62.7%,2017
2053,B.Petty,NYJ,-122,-26.8%,26.7,121,459,1,1,50.4%,2017
2054,S.Mannion,LARM,-141,-66.6%,14.4,40,13,0,0,59.5%,2017
2055,B.Gabbert,ARI,-189,-26.4%,30.7,194,738,6,6,55.9%,2017
2056,N.Peterman,BUF,-194,-73.8%,10.8,50,-15,2,5,50.0%,2017
2057,P.Lynch,DEN,-224,-76.3%,22.9,54,-10,2,3,66.7%,2017
2058,M.Glennon,CHI,-231,-37.1%,21.9,150,403,4,5,66.4%,2017
2059,T.J.Yates,HOU,-235,-45.0%,29.6,110,241,4,2,48.5%,2017
2060,M.Cassel,TEN,-257,-96.0%,12.0,50,-106,1,2,59.5%,2017
