,Player,Team,DYAR,DVOA,Targets,Yards,EfYds,TD,Catch_rate,Year,Yds
783,D.Sloan,DET,13,-3.80%,60,,355,2,53%,2000,379
784,D.Moore,TB,12,-4.10%,54,,339,3,54%,2000,288
785,C.Fauria,SEA,11,-3.00%,39,,238,2,72%,2000,237
786,E.Bjornson,NE,10,-2.80%,33,,215,2,61%,2000,152
787,I.Mili,SEA,8,-4.70%,47,,282,3,60%,2000,288
788,K.Mangum,CAR,2,-6.40%,31,,182,1,61%,2000,215
789,K.Sinceno,CHI,-7,-9.90%,41,,209,0,56%,2000,206
790,R.Kelly,ATL,-8,-9.60%,50,,265,2,62%,2000,340
791,G.Clark,SF,-13,-10.70%,51,,285,2,75%,2000,341
792,E.Kinney,TEN,-15,-13.20%,35,,182,1,54%,2000,197
793,A.Becht,NYJ,-18,-15.00%,30,,162,2,53%,2000,144
794,R.Williams,STL,-36,-26.70%,25,,78,3,44%,2000,102
795,A.Shea,CLE,-66,-27.90%,51,,125,2,59%,2000,302
796,Ty.Davis,GB,-69,-32.90%,40,,77,2,48%,2000,177
797,F.Jones,SD,-77,-16.50%,130,,533,5,55%,2000,766
798,T.Hardy,ARI,-104,-39.60%,45,,44,1,60%,2000,160
799,M.Battaglia,CIN,-105,-53.10%,36,,-36,0,36%,2000,105
800,M.Sellers,WAS,37,37.70%,11,,149,2,73%,2000,78
801,J.Weaver,MIA,35,23.00%,15,,175,0,67%,2000,179
802,B.Collins,BUF,23,33.40%,10,,97,0,60%,2000,72
803,J.Thomason,PHI,20,8.80%,14,,149,5,71%,2000,46
804,J.Brigham,OAK,16,4.50%,19,,150,2,68%,2000,107
805,J.Allred,CHI,12,4.60%,15,,112,1,60%,2000,109
806,T.Mitchell,ARI,4,-1.90%,11,,76,0,45%,2000,80
807,C.Gedney,ARI,4,-3.90%,16,,111,0,63%,2000,75
808,W.Rasby,DET,1,-6.20%,15,,94,1,67%,2000,78
809,M.Campbell,CLE,1,-6.30%,16,,86,1,75%,2000,80
810,D.LaFleur,DAL,-4,-10.40%,21,,110,1,57%,2000,109
811,A.Jordan,MIN,-5,-13.00%,14,,63,0,57%,2000,63
812,D.Campbell,NYG,-10,-16.90%,13,,64,3,62%,2000,46
813,H.Goodwin,MIA,-15,-22.70%,13,,48,1,46%,2000,36
814,R.Rutledge,NE,-18,-19.60%,20,,84,1,75%,2000,103
815,S.Heiden,SD,-26,-37.90%,12,,15,1,50%,2000,32
816,L.Broughton,PHI,-29,-30.80%,18,,40,0,67%,2000,104
817,B.Coates,BAL,-39,-38.70%,18,,20,0,50%,2000,84
818,P.Hape,TB,-42,-53.30%,13,,-15,0,46%,2000,39
819,T.Gonzalez,KC,234,21.70%,118,,"1,190",6,62%,2001,917
820,M.Pollard,IND,218,36.80%,73,,890,8,64%,2001,739
821,F.Wycheck,TEN,138,17.90%,85,,762,4,72%,2001,673
822,S.Sharpe,BAL,137,11.00%,114,,931,2,64%,2001,811
823,J.Riemersma,BUF,129,17.00%,78,,730,3,68%,2001,590
824,B.Franks,GB,115,25.20%,48,,547,9,75%,2001,322
825,B.Chamberlain,MIN,102,12.20%,80,,665,3,71%,2001,652
826,D.Clark,DEN,96,11.80%,77,,634,6,66%,2001,566
827,M.Ricks,KC,57,21.40%,30,,294,1,60%,2001,252
828,A.Becht,NYJ,54,7.40%,52,,427,5,69%,2001,321
829,E.Kinney,TEN,49,10.30%,42,,340,1,60%,2001,263
830,D.Moore,TB,47,7.00%,52,,382,4,67%,2001,285
831,Z.Flemister,WAS,47,15.70%,29,,273,2,62%,2001,196
832,D.Sloan,DET,46,2.30%,69,,506,7,54%,2001,409
833,E.Conwell,STL,42,3.70%,52,,411,4,73%,2001,431
834,C.Lewis,PHI,39,1.10%,68,,480,6,60%,2001,422
835,W.Walls,CAR,32,-0.70%,73,,479,5,59%,2001,452
836,K.Brady,JAC,30,0.30%,63,,404,2,57%,2001,386
837,F.Jones,SD,27,-0.20%,60,,385,4,58%,2001,388
838,J.Weaver,MIA,26,6.30%,25,,214,2,72%,2001,215
839,A.Crumpler,ATL,15,-1.50%,41,,255,3,61%,2001,330
840,J.Harris,DAL,6,-3.60%,25,,149,2,60%,2001,141
841,E.Johnson,SF,4,-6.40%,64,,382,3,63%,2001,362
842,D.Campbell,NYG,3,-5.40%,25,,157,1,52%,2001,148
843,D.Carswell,DEN,0,-7.20%,56,,306,4,61%,2001,299
844,O.J.Santiago,CLE,-4,-9.60%,27,,144,2,63%,2001,153
845,B.Williams,NO,-21,-14.40%,42,,196,3,48%,2001,202
846,To.McGee,CIN,-24,-19.00%,30,,119,1,47%,2001,148
847,K.Mangum,CAR,-27,-20.10%,27,,117,2,56%,2001,89
848,R.Williams,OAK,-27,-14.90%,53,,243,3,62%,2001,298
849,T.Mitchell,ARI,-28,-19.10%,39,,140,2,64%,2001,196
850,R.Kelly,ATL,-30,-22.40%,29,,102,0,55%,2001,142
851,W.Rasby,WAS,-35,-28.20%,27,,65,2,37%,2001,128
852,K.Dilger,IND,-45,-19.70%,54,,209,1,59%,2001,351
853,C.Fauria,SEA,-54,-26.70%,40,,117,1,53%,2001,188
854,F.Baxter,CHI,-77,-31.40%,44,,100,2,50%,2001,148
855,B.Kozlowski,ATL,81,46.70%,22,,301,1,68%,2001,270
856,J.Wiggins,NE,43,22.50%,21,,216,4,67%,2001,133
857,J.Robinson,STL,30,25.30%,13,,144,1,85%,2001,108
858,D.Jones,JAC,29,24.40%,13,,140,1,62%,2001,140
859,T.Heap,BAL,24,7.40%,23,,188,1,70%,2001,206
860,D.Martin,GB,21,9.10%,20,,157,1,65%,2001,144
861,J.Swift,SF,17,12.50%,11,,107,1,100%,2001,66
862,I.Mili,SEA,16,10.80%,12,,112,2,67%,2001,98
863,M.Lucky,DAL,16,5.70%,21,,140,1,62%,2001,96
864,S.Bush,ARI,12,7.60%,12,,97,0,67%,2001,80
865,C.Cleeland,NO,6,-3.30%,22,,145,4,59%,2001,138
866,M.Sellers,CLE,2,-5.20%,13,,89,2,54%,2001,73
867,S.Heiden,SD,-1,-7.90%,13,,74,1,62%,2001,55
868,J.Brigham,OAK,-4,-10.60%,17,,98,1,71%,2001,85
869,M.Bruener,PIT,-9,-14.60%,18,,88,0,67%,2001,98
870,M.Battaglia,2TM,-13,-15.90%,24,,98,0,58%,2001,127
871,R.Dudley,CLE,-17,-23.00%,16,,53,0,56%,2001,115
872,J.Davis,CHI,-18,-21.80%,17,,63,0,65%,2001,68
873,J.Tuman,PIT,-18,-22.40%,19,,62,1,37%,2001,96
874,J.Dunn,KC,-19,-27.20%,13,,38,1,31%,2001,54
875,A.Shea,CLE,-19,-23.70%,20,,56,0,70%,2001,86
876,J.Huggins,DAL,-22,-36.10%,12,,16,0,67%,2001,36
877,H.Goodwin,MIA,-28,-51.40%,10,,-8,0,40%,2001,27
878,T.Hardy,ARI,-42,-36.70%,22,,29,2,50%,2001,79
879,S.Alexander,WAS,-55,-48.90%,23,,-9,0,39%,2001,85
880,B.Miller,HOU,184,30.50%,80,,811,3,64%,2002,613
881,T.Gonzalez,KC,157,16.60%,99,,895,7,64%,2002,773
882,D.Jolley,OAK,135,45.20%,37,,510,2,86%,2002,409
883,S.Sharpe,DEN,123,12.90%,88,,778,3,69%,2002,686
884,A.Crumpler,ATL,101,17.80%,58,,559,5,62%,2002,455
885,J.Kleinsasser,MIN,92,21.40%,50,,472,1,74%,2002,393
886,C.Fauria,NE,90,24.20%,40,,435,7,68%,2002,253
887,B.Franks,GB,82,7.90%,71,,636,7,76%,2002,442
888,J.Riemersma,BUF,82,18.10%,48,,450,0,67%,2002,350
889,K.Brady,JAC,81,11.00%,67,,551,4,64%,2002,461
890,To.McGee,DAL,81,33.00%,30,,346,1,77%,2002,294
891,T.Heap,BAL,81,2.60%,122,,861,6,56%,2002,836
892,E.Conwell,STL,66,15.10%,48,,393,2,71%,2002,419
893,R.McMichael,MIA,59,5.90%,68,,504,4,57%,2002,485
894,B.Chamberlain,MIN,51,8.90%,50,,378,0,68%,2002,389
895,I.Mili,SEA,50,4.50%,64,,465,2,67%,2002,508
896,J.Shockey,NYG,50,-1.50%,127,,826,2,58%,2002,894
897,M.Pollard,IND,45,2.80%,69,,475,6,62%,2002,484
898,P.Mitchell,JAC,44,10.10%,36,,311,2,69%,2002,246
899,J.Norman,SD,44,18.80%,25,,236,1,64%,2002,201
900,J.Davis,CHI,33,7.60%,33,,262,3,61%,2002,193
901,M.Schobel,CIN,33,6.30%,36,,275,2,75%,2002,212
902,A.Becht,NYJ,29,1.40%,44,,340,5,64%,2002,243
903,D.Carswell,DEN,27,6.70%,29,,220,1,72%,2002,189
904,W.Walls,CAR,19,0.50%,36,,248,4,53%,2002,241
905,R.Dudley,TB,16,1.10%,26,,194,3,62%,2002,192
906,K.Dilger,TB,7,-5.20%,48,,289,2,71%,2002,329
907,C.Lewis,PHI,4,-6.40%,67,,392,3,63%,2002,398
908,Z.Flemister,WAS,0,-7.30%,25,,138,2,40%,2002,146
909,D.Campbell,NYG,0,-7.40%,31,,170,1,71%,2002,175
910,S.Alexander,SD,-4,-8.00%,76,,401,1,59%,2002,510
911,J.Whalen,DAL,-13,-15.00%,29,,111,0,59%,2002,152
912,F.Wycheck,TEN,-21,-12.00%,66,,332,2,61%,2002,347
913,S.Bush,ARI,-21,-19.30%,27,,103,1,70%,2002,121
914,K.Mangum,CAR,-22,-19.20%,29,,107,0,55%,2002,159
915,J.Stevens,SEA,-25,-15.60%,42,,195,3,62%,2002,252
916,D.Sloan,NO,-31,-26.60%,25,,68,0,48%,2002,127
917,E.Johnson,SF,-32,-14.90%,65,,285,0,55%,2002,321
918,M.Ricks,DET,-33,-13.90%,68,,347,3,40%,2002,339
919,B.Williams,NO,-43,-29.00%,31,,73,2,42%,2002,143
920,R.Williams,OAK,-54,-27.20%,40,,110,0,68%,2002,213
921,M.Campbell,CLE,-78,-30.70%,46,,109,3,54%,2002,179
922,F.Jones,ARI,-103,-26.40%,80,,229,1,55%,2002,358
923,J.Thomason,PHI,63,66.30%,12,,210,2,83%,2002,128
924,T.Davis,GB,39,39.50%,11,,156,1,82%,2002,107
925,E.Kinney,TEN,31,16.60%,19,,179,0,68%,2002,173
926,D.Lyman,CHI,29,15.90%,20,,167,2,70%,2002,121
927,D.Moore,BUF,20,4.30%,24,,193,2,67%,2002,141
928,B.Kozlowski,ATL,19,24.20%,9,,93,0,67%,2002,59
929,B.Manumaleuna,STL,16,10.80%,14,,110,1,57%,2002,106
930,R.Kelly,ATL,14,2.60%,20,,148,0,70%,2002,162
931,J.Gilmore,CHI,14,4.80%,14,,124,0,71%,2002,130
932,C.Cleeland,NE,12,1.10%,21,,150,1,76%,2002,112
933,S.Heiden,CLE,9,-1.40%,19,,145,1,89%,2002,105
934,J.Holloway,HOU,-2,-9.60%,10,,53,0,70%,2002,73
935,W.Rasby,WAS,-2,-9.60%,13,,64,0,69%,2002,85
936,D.Graham,NE,-5,-11.00%,23,,112,1,65%,2002,150
937,J.Jones,BAL,-8,-18.50%,11,,45,1,55%,2002,47
938,M.Bruener,PIT,-10,-14.90%,18,,87,1,72%,2002,66
939,J.Tuman,PIT,-13,-21.70%,14,,47,1,29%,2002,63
940,D.Martin,GB,-18,-29.70%,11,,28,1,73%,2002,33
941,J.Swift,SF,-19,-26.10%,15,,45,0,67%,2002,63
942,J.Davenport,IND,-22,-27.70%,15,,43,0,53%,2002,70
943,J.Wiggins,2TM,-27,-33.00%,15,,29,1,67%,2002,62
944,P.Hape,DEN,-27,-32.70%,14,,31,2,43%,2002,26
945,T.Jones,BAL,-29,-27.20%,21,,59,1,52%,2002,106
946,J.Owens,DET,-64,-61.50%,15,,-40,0,33%,2002,49
947,T.Gonzalez,KC,254,28.80%,106,,"1,149",10,67%,2003,915
948,S.Sharpe,DEN,218,28.50%,94,,988,8,66%,2003,770
949,I.Mili,SEA,156,28.50%,62,,705,4,74%,2003,492
950,J.Kleinsasser,MIN,131,27.80%,59,,598,4,78%,2003,401
951,J.Shockey,NYG,123,18.10%,71,,673,2,69%,2003,562
952,M.Schobel,CIN,103,50.20%,30,,376,2,80%,2003,332
953,B.Williams,NO,96,15.70%,62,,559,5,66%,2003,436
954,M.Pollard,IND,94,16.40%,57,,541,3,70%,2003,544
955,A.Gates,SD,84,24.30%,42,,408,2,57%,2003,394
956,C.Lewis,PHI,79,23.60%,40,,388,1,58%,2003,293
957,E.Kinney,TEN,76,12.20%,58,,497,3,71%,2003,393
958,J.Weaver,SF,69,12.90%,53,,441,1,66%,2003,437
959,D.Clark,IND,63,13.40%,42,,391,1,69%,2003,340
960,R.McMichael,MIA,53,2.40%,83,,581,2,59%,2003,598
961,D.Graham,NE,45,4.20%,62,,432,4,61%,2003,409
962,T.Jones,BAL,45,20.60%,25,,234,3,76%,2003,159
963,M.Ricks,DET,37,2.20%,61,,415,2,61%,2003,434
964,A.Becht,NYJ,37,1.30%,58,,441,4,69%,2003,356
965,F.Wycheck,TEN,36,9.80%,29,,257,2,59%,2003,165
966,A.Crumpler,ATL,35,-0.20%,80,,496,3,55%,2003,552
967,C.Fauria,NE,35,4.30%,45,,331,2,62%,2003,285
968,J.Witten,DAL,35,3.00%,54,,363,1,65%,2003,347
969,B.Franks,GB,21,-0.10%,44,,298,4,68%,2003,241
970,T.Stewart,CIN,17,-0.10%,33,,231,0,64%,2003,212
971,B.Miller,HOU,16,-3.40%,65,,380,3,62%,2003,355
972,T.Heap,BAL,13,-5.50%,112,,636,3,51%,2003,693
973,M.Campbell,BUF,11,-4.10%,50,,306,1,68%,2003,339
974,E.Conwell,NO,1,-6.90%,44,,239,2,59%,2003,290
975,K.Mangum,CAR,-1,-7.90%,29,,160,0,59%,2003,199
976,K.Brady,JAC,-9,-10.20%,46,,232,1,63%,2003,280
977,L.J.Smith,PHI,-19,-13.00%,46,,231,1,59%,2003,321
978,W.Walls,GB,-20,-16.20%,33,,141,1,61%,2003,222
979,D.Campbell,DAL,-21,-17.40%,31,,127,1,65%,2003,195
980,D.Clark,CHI,-25,-12.80%,71,,325,2,62%,2003,434
981,F.Jones,ARI,-30,-12.70%,88,,398,3,63%,2003,517
982,J.Peelle,SD,-30,-25.10%,25,,78,1,64%,2003,133
983,B.Manumaleuna,STL,-36,-19.10%,45,,176,2,64%,2003,238
984,C.FitzSimmons,DET,-37,-20.80%,40,,149,2,58%,2003,160
985,K.Dilger,TB,-51,-25.90%,41,,119,1,54%,2003,244
986,D.Jolley,OAK,-65,-25.70%,53,,155,1,58%,2003,258
987,S.Heiden,CLE,-70,-38.80%,31,,34,0,58%,2003,134
988,B.Kozlowski,ATL,-75,-48.60%,27,,-11,0,37%,2003,87
989,A.Walker,SF,38,34.10%,13,,162,1,62%,2003,116
990,M.Rivers,NYG,36,16.30%,22,,207,0,77%,2003,155
991,G.Wrighster,JAC,30,14.30%,20,,185,2,65%,2003,150
992,T.Yoder,TB,27,24.50%,11,,129,2,64%,2003,68
993,C.Baker,NYJ,23,12.70%,18,,146,0,78%,2003,137
994,D.Lee,MIA,20,17.80%,11,,112,1,64%,2003,110
995,C.Cleeland,STL,18,10.10%,16,,126,0,63%,2003,145
996,J.Holloway,HOU,17,17.30%,10,,94,0,80%,2003,84
997,T.Johnson,OAK,6,-3.40%,24,,137,1,58%,2003,128
998,D.Lyman,CHI,4,-2.30%,13,,83,0,85%,2003,80
999,D.Martin,GB,1,-6.30%,17,,106,2,76%,2003,79
1000,S.Meier,TEN,-2,-8.90%,19,,105,0,68%,2003,159
1001,J.Tuman,PIT,-5,-11.30%,19,,96,0,63%,2003,113
1002,R.Dudley,TB,-9,-18.10%,11,,48,1,64%,2003,42
1003,S.Bush,ARI,-12,-17.50%,17,,70,1,65%,2003,71
1004,J.Riemersma,PIT,-13,-14.90%,23,,111,1,43%,2003,138
1005,M.Seidman,CAR,-13,-23.10%,10,,40,0,50%,2003,35
1006,J.Norman,SD,-13,-23.50%,12,,40,1,50%,2003,72
1007,Z.Flemister,WAS,-14,-19.10%,17,,69,0,53%,2003,89
1008,R.Kelly,CIN,-19,-20.10%,21,,84,1,62%,2003,81
1009,D.Moore,BUF,-33,-33.20%,18,,36,2,39%,2003,82
1010,D.Carswell,DEN,-36,-39.70%,17,,15,1,35%,2003,53
1011,R.Royal,WAS,-38,-58.00%,11,,-20,0,45%,2003,47
1012,V.Shiancoe,NYG,-39,-31.90%,23,,47,2,43%,2003,56
1013,J.Stevens,SEA,-40,-37.10%,19,,26,0,32%,2003,72
1014,D.Sanders,CLE,-40,-32.00%,21,,49,1,71%,2003,95
1015,J.Wiggins,CAR,-44,-38.70%,20,,22,1,40%,2003,80
1016,T.Gonzalez,KC,335,26.10%,148,,"1,573",7,69%,2004,"1,258"
1017,A.Gates,SD,309,30.50%,114,,"1,361",13,71%,2004,964
1018,J.Witten,DAL,201,18.50%,121,,"1,094",6,72%,2004,982
1019,A.Crumpler,ATL,178,28.90%,74,,804,6,65%,2004,774
1020,J.Putzier,DEN,146,35.40%,54,,604,2,67%,2004,572
1021,E.Johnson,SF,143,12.10%,117,,932,2,70%,2004,825
1022,J.Wiggins,MIN,117,12.10%,92,,764,4,77%,2004,706
1023,D.Graham,NE,100,22.10%,48,,506,7,63%,2004,364
1024,D.Clark,IND,86,23.50%,39,,422,5,64%,2004,423
1025,B.Franks,GB,77,13.20%,50,,487,7,68%,2004,361
1026,M.Pollard,IND,77,20.70%,41,,399,6,71%,2004,309
1027,J.Shockey,NYG,68,2.80%,97,,712,6,63%,2004,666
1028,S.Heiden,CLE,62,14.80%,42,,372,5,67%,2004,287
1029,L.J.Smith,PHI,61,9.90%,54,,432,5,63%,2004,377
1030,T.Heap,BAL,55,12.00%,44,,364,3,61%,2004,303
1031,R.McMichael,MIA,53,-0.30%,118,,754,4,62%,2004,791
1032,E.Kinney,TEN,52,16.30%,30,,301,3,83%,2004,193
1033,J.Stevens,SEA,40,4.40%,47,,373,3,66%,2004,349
1034,M.Campbell,BUF,37,10.40%,30,,254,5,57%,2004,203
1035,I.Mili,SEA,29,4.40%,36,,273,1,64%,2004,240
1036,M.Schobel,CIN,28,6.50%,33,,232,4,64%,2004,201
1037,C.Baker,NYJ,26,4.40%,29,,249,4,62%,2004,182
1038,K.Dilger,TB,25,-0.40%,55,,365,3,71%,2004,345
1039,D.Wilcox,BAL,18,0.90%,35,,228,1,71%,2004,226
1040,C.Lewis,PHI,14,-2.80%,46,,305,3,63%,2004,267
1041,J.Dunn,KC,13,0.20%,25,,171,3,68%,2004,120
1042,A.Shea,CLE,9,-4.10%,48,,267,4,54%,2004,252
1043,C.Cooley,WAS,0,-7.20%,63,,368,6,59%,2004,314
1044,D.Jolley,OAK,-2,-8.00%,48,,262,2,56%,2004,313
1045,D.Carswell,DEN,-16,-14.10%,36,,162,1,61%,2004,198
1046,B.Miller,HOU,-30,-21.10%,34,,116,1,50%,2004,178
1047,T.Jones,BAL,-32,-24.30%,29,,87,1,69%,2004,152
1048,K.Mangum,CAR,-35,-16.60%,58,,237,3,59%,2004,323
1049,A.Becht,NYJ,-47,-31.60%,28,,60,1,46%,2004,100
1050,F.Jones,ARI,-60,-20.10%,74,,265,2,61%,2004,426
1051,D.Clark,CHI,-66,-29.70%,49,,104,1,49%,2004,282
1052,T.Stewart,CIN,-78,-53.20%,25,,-27,1,40%,2004,48
1053,B.Troupe,TEN,-86,-32.00%,54,,105,1,61%,2004,332
1054,S.Meier,TEN,-97,-45.00%,36,,5,2,69%,2004,127
1055,S.Alexander,DET,-124,-31.60%,76,,159,1,54%,2004,377
1056,B.Williams,NO,-139,-35.30%,75,,114,2,44%,2004,362
1057,C.Fauria,NE,64,34.00%,20,,268,2,80%,2004,195
1058,M.Seidman,CAR,50,44.70%,13,,191,2,100%,2004,123
1059,T.Johnson,OAK,50,46.70%,13,,187,2,69%,2004,131
1060,T.Euhus,BUF,30,23.00%,15,,147,2,73%,2004,98
1061,B.Manumaleuna,STL,28,13.40%,21,,175,1,71%,2004,174
1062,C.Anderson,OAK,27,11.30%,21,,182,1,62%,2004,175
1063,R.Hannam,SEA,24,21.90%,12,,124,0,67%,2004,110
1064,J.Weaver,NE,21,19.00%,12,,114,0,67%,2004,93
1065,R.Royal,WAS,12,4.90%,15,,111,4,53%,2004,70
1066,A.Walker,SF,9,0.60%,15,,113,0,67%,2004,115
1067,S.Berton,MIN,8,4.20%,11,,77,0,82%,2004,78
1068,D.Dinkins,BAL,7,-0.70%,15,,100,1,60%,2004,94
1069,C.FitzSimmons,DET,2,-4.90%,14,,82,0,71%,2004,103
1070,C.Cleeland,STL,-4,-12.00%,12,,61,0,58%,2004,57
1071,J.Tuman,PIT,-4,-10.10%,20,,110,3,45%,2004,89
1072,D.Martin,GB,-4,-12.90%,12,,57,0,42%,2004,88
1073,K.Winslow,CLE,-9,-21.60%,11,,33,0,45%,2004,50
1074,W.Heller,TB,-14,-18.70%,16,,72,1,75%,2004,98
1075,D.Lee,MIA,-14,-18.70%,20,,73,1,65%,2004,119
1076,G.Wrighster,JAC,-21,-33.20%,14,,22,1,71%,2004,69
1077,R.Neufeld,BUF,-22,-31.30%,14,,29,0,43%,2004,61
1078,M.Rivers,NYG,-26,-36.40%,12,,18,1,42%,2004,36
1079,P.Hape,DEN,-26,-25.90%,17,,61,4,47%,2004,35
1080,E.Conwell,NO,-29,-29.40%,19,,46,1,53%,2004,102
1081,T.Yoder,JAC,-29,-26.40%,22,,65,0,64%,2004,157
1082,B.Steele,GB,-30,-47.30%,11,,-2,0,36%,2004,42
1083,M.Bruener,HOU,-30,-47.40%,10,,-2,0,40%,2004,52
1084,K.Brady,JAC,-30,-25.60%,23,,73,1,61%,2004,103
1085,R.Kelly,CIN,-34,-32.10%,21,,41,0,71%,2004,85
1086,J.Peelle,SD,-35,-34.60%,20,,32,2,50%,2004,84
1087,B.Jones,JAC,-39,-38.80%,19,,19,1,32%,2004,87
1088,D.Lyman,CHI,-62,-46.20%,23,,-1,1,48%,2004,73
1089,M.Gaines,CAR,-73,-74.20%,14,,-67,0,29%,2004,34
1090,A.Gates,SD,279,23.10%,139,,"1,380",10,63%,2005,"1,085"
1091,J.Witten,DAL,239,35.70%,88,,991,6,74%,2005,752
1092,T.Gonzalez,KC,194,18.10%,116,,"1,064",2,67%,2005,905
1093,C.Cooley,WAS,141,12.90%,103,,899,7,69%,2005,774
1094,J.Stevens,SEA,139,21.30%,68,,712,5,66%,2005,554
1095,D.Clark,IND,130,29.90%,51,,579,4,73%,2005,488
1096,H.Miller,PIT,129,29.10%,52,,582,6,75%,2005,459
1097,T.Heap,BAL,126,10.10%,114,,887,7,66%,2005,855
1098,J.Shockey,NYG,102,5.80%,122,,881,7,53%,2005,891
1099,J.Putzier,DEN,90,15.40%,58,,529,0,64%,2005,481
1100,J.Wiggins,MIN,80,6.70%,90,,656,1,76%,2005,568
1101,B.Watson,NE,75,13.90%,54,,460,4,54%,2005,441
1102,C.Baker,NYJ,74,40.10%,25,,294,1,72%,2005,269
1103,E.Kinney,TEN,64,6.90%,72,,517,2,76%,2005,543
1104,B.Fletcher,IND,63,29.50%,27,,280,3,67%,2005,202
1105,D.Martin,GB,47,10.90%,39,,319,3,69%,2005,224
1106,S.Heiden,CLE,44,3.20%,60,,456,3,72%,2005,401
1107,D.Graham,NE,38,17.50%,25,,211,3,64%,2005,235
1108,A.Crumpler,ATL,38,-2.30%,118,,727,5,55%,2005,882
1109,Z.Hilton,NO,28,0.40%,55,,371,1,64%,2005,396
1110,C.Anderson,OAK,26,0.60%,50,,336,3,48%,2005,303
1111,K.Mangum,CAR,21,1.20%,35,,254,2,66%,2005,202
1112,L.J.Smith,PHI,17,-4.90%,107,,643,3,57%,2005,682
1113,A.Bergen,ARI,13,-2.30%,43,,254,1,65%,2005,270
1114,M.Schobel,CIN,13,1.30%,25,,150,1,72%,2005,193
1115,B.Troupe,TEN,9,-5.60%,80,,484,4,69%,2005,530
1116,D.Wilcox,BAL,9,-2.70%,28,,178,1,71%,2005,154
1117,R.Williams,OAK,2,-6.10%,26,,149,0,50%,2005,164
1118,A.Shea,CLE,1,-6.60%,32,,185,1,56%,2005,153
1119,D.Jolley,NYJ,-2,-7.80%,50,,278,1,58%,2005,324
1120,A.Smith,TB,-9,-9.70%,60,,308,2,68%,2005,367
1121,B.Scaife,TEN,-14,-10.90%,55,,297,2,67%,2005,273
1122,D.Lee,GB,-15,-11.50%,55,,267,2,60%,2005,294
1123,E.Conwell,NO,-16,-15.70%,29,,123,1,45%,2005,165
1124,J.Kleinsasser,MIN,-16,-16.90%,28,,106,0,79%,2005,174
1125,D.Clark,CHI,-23,-14.40%,49,,219,2,49%,2005,229
1126,B.Franks,GB,-25,-16.90%,37,,167,1,65%,2005,203
1127,A.Becht,TB,-36,-30.80%,25,,50,0,64%,2005,112
1128,M.Rivers,HOU,-38,-24.80%,35,,99,0,69%,2005,168
1129,M.Pollard,DET,-41,-15.30%,78,,341,3,59%,2005,516
1130,S.Alexander,DEN,-42,-23.40%,36,,128,1,58%,2005,170
1131,K.Brady,JAC,-57,-41.90%,26,,14,1,69%,2005,157
1132,R.Royal,WAS,-64,-34.20%,35,,60,1,51%,2005,131
1133,R.McMichael,MIA,-68,-17.40%,104,,418,5,58%,2005,582
1134,M.Campbell,BUF,-74,-47.30%,29,,-6,0,66%,2005,139
1135,M.Sellers,WAS,76,51.20%,16,,274,7,75%,2005,72
1136,M.Gaines,CAR,43,29.80%,16,,190,2,75%,2005,155
1137,E.Edwards,ARI,14,3.30%,17,,139,1,71%,2005,133
1138,R.Hannam,SEA,4,-3.90%,21,,122,1,62%,2005,89
1139,R.Kelly,CIN,-4,-10.80%,18,,88,1,83%,2005,90
1140,C.Fauria,NE,-6,-11.40%,17,,104,2,47%,2005,57
1141,B.Utecht,IND,-7,-16.20%,12,,53,2,25%,2005,59
1142,D.Dinkins,BAL,-8,-16.40%,13,,54,0,46%,2005,55
1143,B.Bajema,SF,-9,-21.80%,10,,32,0,50%,2005,54
1144,G.Wrighster,JAC,-10,-14.10%,23,,104,2,57%,2005,120
1145,T.Jones,SF,-11,-18.00%,15,,61,0,60%,2005,76
1146,V.Shiancoe,NYG,-12,-18.50%,17,,64,0,47%,2005,91
1147,L.Diamond,MIA,-18,-29.60%,12,,29,0,67%,2005,54
1148,J.Dreessen,NYJ,-23,-39.00%,10,,11,0,50%,2005,41
1149,C.FitzSimmons,DET,-24,-28.90%,17,,41,1,59%,2005,45
1150,S.Spach,PHI,-34,-46.80%,12,,-2,0,58%,2005,42
1151,B.Manumaleuna,STL,-38,-35.10%,20,,32,1,65%,2005,129
1152,J.Peelle,SD,-71,-58.90%,20,,-39,1,55%,2005,38
1153,T.Gonzalez,KC,244,28.80%,104,,"1,101",5,70%,2006,900
1154,A.Gates,SD,206,17.20%,120,,"1,158",9,59%,2006,924
1155,J.Witten,DAL,143,18.30%,91,,783,1,70%,2006,754
1156,K.Winslow,CLE,123,8.30%,120,,934,3,74%,2006,875
1157,T.Heap,BAL,116,8.00%,116,,897,6,63%,2006,765
1158,D.Clark,CHI,115,13.80%,80,,713,6,56%,2006,626
1159,O.Daniels,HOU,103,21.80%,51,,520,5,67%,2006,352
1160,R.McMichael,MIA,100,8.90%,96,,735,3,65%,2006,640
1161,D.Campbell,DET,86,31.00%,32,,375,4,66%,2006,308
1162,C.Baker,NYJ,85,19.70%,45,,452,4,69%,2006,300
1163,A.Crumpler,ATL,85,4.80%,103,,778,8,54%,2006,780
1164,C.Cooley,WAS,76,5.30%,95,,677,6,60%,2006,734
1165,H.Miller,PIT,64,10.30%,55,,449,5,62%,2006,393
1166,R.Kelly,CIN,64,21.50%,33,,324,1,64%,2006,254
1167,B.Fletcher,IND,61,29.50%,25,,274,2,72%,2006,202
